8800	5064.5	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8302.5	5960.7	4251.6	1390.3	3258.7	2851.7	2588.5	2723.1	7496	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7141.8	3347.9	3467.9	6494.6	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8726.1
8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	2717.9	2595	2748.1	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8561	3712.7	3544.3	3355.9	2002.4	1227.3	6332.2	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800
8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	1862.4	6106.4	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8797.2	7779.4	6478.1	4199.8	4385.7	4711	4245.7	3860.2	2973.6	3434	2644.5	6364.7	5943.5	6877.5	5487.1	5722.6	3718.4	5400.9	4382.9	4677.4	5032.5	4752.3	3543.9	3845.3	4016.5	3492.7	2313.8	2676.3	3378.5	3933.1	4145.4	4639.8	5849.8
1575.1	8800	8198.8	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	5011.6	1544.1	1454.4	5596.3	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	5485.6	5314.1	3329.2	2971.1	2824.2	2827.2	4138.3	5884.5	8800
6224.9	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	6016.5	6301.7	3580.4	3082.6	2537.5	3466.8	4652.4	8077.1	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7204.8	3943.1	600.43	951.78	4588	5319.1	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800
3956.9	7700.9	8800	8800	8800	8800	6988.4	4231.6	8131.3	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7089	4569.5	6048.2	5562.1	6216.6	5198.1	5538.1	4428.6	5637.6	6703.3	8800	8800	8800	8800	8800	8800	8800	7184.2	6472.9
8675.6	7240.4	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7814.3	5512.4	7804.4	5213.7	6258.5	8278	8800	8524.9	8800	8800	8658.2	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8027.8	3966.6	3917.8
8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	5385.5	1185	7910.7	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	3300.3	3220.8	3425.9	6600.5	5242.8	5821.9	6245	8800	8800	8800	8800	8800	8800	8800	8800	6991.2	6238.7	4392.6	4408.3	4752.7	4705.2	5451.1	4018.7	5001.1	3816.1	6133.9	6570.6	5856.7	5208.9
8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8728.1	8800	8800	5818.6	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	2246.7	5664.2	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8663.7	7456.8	7019.4	4515.3	4213.7	3780.4	3415.6	2497.8	2191.4	2287.6	2921	2672.6	2871.3	5817.4	5356.2	5916.3	8129.9	7941.8	5155.9	6354.5	6834.3	5734.5	6341.7	6362.4	8012.2
8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7835.4	1251.1	888.05	2355.8	2489	7504.8	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	2581.2	2692.2	2607.7	6041.4	7163.5	8800	8800	8800	8800	8800	8800	7784.7	6132.7	6007.8	5685	7460.9	6951.8	4959.2	4304.2	5012.2
8800	7889.9	8800	8800	8800	8800	8800	8800	8800	8800	8311.5	6024.8	2110.3	2076.4	1216.4	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	7829.4	7390.4	8028.6	7999.8	8760.1	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8451.9	7594.1	8800	5979.2	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	8800	6974.8
