2279.4	2176.7	1915.8	2271.4	2057.3	2869.8	2514.4	0	0	211.75	78.1	2567.4	2692.5	1729.1	1742.6	1855.2	1870.4	1903.6	1972.8	2102.6	2063.5	1774.9	2122.5	1711	2386.8	2804.9	3042.5	2523.8	2307	2166.3	1705.6	3300	3300	2735.1	2118.2	1768.4	2068.8	2026.3	2536.5	2750	2612.3	1681.2	1682.6	2451.2	2234.6	1853.6	2429.3	2026.2	0	0	0	1650.4	1950.2	1580.2	1870.7	2560	2320.8	2397.7	2701	1629.7	1439.9	2131.4	1875	2833.2	3046.8	2571.8	3148.4	2814.7	1802.2	2099	2183.3	1898.7	1998	1745.8	2473.8	2953.8	2060.3	2122.1	2131.9	2869.6	3300	2810.7	1697.9	2243.3	1692.7	1955.3	1925.7	671.92	810.92	1081.1	1010.1	543.29	558.59	649.46	422.4	1256.7	1460.7	936.88	1154.1	1265.9
0	0	0	318.45	1738.6	2471.1	1834.4	2462	2790.1	2291.4	2411.6	3061.2	3300	2119.8	787.22	656.48	252.56	268.29	2068.6	2335.5	1791.6	3016.5	2946.8	1683.9	2457.3	2513.9	1676.4	1983.7	2095.6	2526.4	2137.3	2382.4	3106.5	2666.6	2094.6	1885	2218.6	2385.7	2423.1	2291	2141.1	2101.3	1711.1	3216.2	3287.6	1759.7	1690.1	1617.1	2171.2	2281.1	1764.4	2065.4	2928.9	2429.1	2618.7	3300	3300	3186.4	1832.9	1572.7	2230.1	3300	3300	2325.9	2915.5	2752.3	2566.6	1700	1842.3	2222.3	1816.8	1982.2	2413.2	1877.3	1620	3300	3300	3113.1	1627.4	2593.3	2566.9	2188.8	1912.2	1716.1	2069.7	1502.4	2535.4	2521.1	940.74	942.18	414.37	1343.9	1381.5	1337.9	1440.1	793.02	935.64	1339.7	1382.4	1459.3
1430.8	1917.7	1702.5	2028.9	1773.6	1749.3	2242.6	2161.8	2145.8	3284.5	2912.6	0	0	1992.4	2981.1	2940.7	2906.4	3300	3300	2155	2143.2	2342.7	2156.3	2557.1	1736.1	1641.2	2066.3	2756.5	2829.2	3193.3	3036.2	1835	2094.2	1928.9	2627.6	2290.1	1567.7	3289	3300	2333.1	2975.8	2802.5	2476.7	2246.6	1643.3	1578.2	1794.6	3300	3046.9	2603.1	3025.3	2878.4	2787.5	2446.6	2639.3	3300	3300	2825.8	2588.8	2139.3	3141.4	2842.7	56.21	138.6	1650.1	3269.6	3035.7	1982.5	2436.1	1898.7	464.97	592.88	617.93	127.71	800.45	1136.9	802.67	597.61	481.14	975.09	1338	964.22	1113.4	991.69	656.59	1478.4	1544	1118	775.32	258.61	951.62	1063.5	816.11	835.17	743.85	1348.2	1514.4	1001.3	576.15	1303.8
2756	2861.8	2095.8	1851.2	2082.8	2018.3	0	0	0	1759.3	2695.3	2648.8	1863.5	2643.2	2931.7	2571.8	2081.4	1839.6	2648.4	3080.8	2776.5	1589.6	1616.7	2396.3	2909.4	2398.6	1902	2555.3	2030.6	1776.4	1952.5	1773.1	1883.2	1589.9	1862.6	2802.4	2925.4	2167.4	2017.2	2152.4	2872.8	3300	2777.1	2620.3	3300	3169.4	1975.5	1965.5	2119.8	1741.1	0	0	0	1705.2	2071.2	2010.3	1847.9	1646.3	1546.2	2551.1	3153.5	2093.6	1913	1830.2	1987.5	2610.1	2874.3	2348.6	2331.8	2793.1	3171.2	2995.5	1846.7	3230.3	3300	3152.5	2432.2	1782.5	2026.3	1883.9	2451.4	3036.1	2101.7	2039.7	2841.1	2198.5	2066.2	2222.2	2580.7	2861.1	3003.8	2774.5	1334.1	1320.7	1328.1	749	793.41	1416	1262.8	923.16
2416	1937.4	1636.2	2342.7	2803.8	3300	3300	1707.6	2832.6	3300	2312.7	1695.8	1505.2	1782.8	2308.5	2455.1	1967.9	1920	2449.3	3265.3	2985.5	1676.5	2140.1	1908.1	1786.3	1726.2	2234.2	2126.6	2059.2	2116.1	1877.2	2167.4	2011	1666.7	1778.4	2213.6	1705.9	1594.9	2025.3	2128.8	1877.5	1675.7	1674.4	1968.5	2349	1770.7	2596.4	3082.3	2356.2	1613.6	1515.9	2453.2	2123	1780.9	1997.8	1828.6	1702.7	1837.3	1764.1	2107.6	1946.8	474.54	320.32	187.99	1811.6	3300	2869.2	3116.5	3300	2821.1	2262	1945.6	2233.5	2283.7	1635.8	0	0	1650	1825.2	1803.4	3300	2966	2035.8	2384.3	2406.4	2847.9	2664.8	2933.5	3073.5	1959.7	2274.8	2216.3	2925	3300	2124.8	2150	2103.1	592.42	1375	1405.6
2357	2070.5	1717.5	2243.2	1749.1	1686.4	1925.5	2059.7	1818.4	2087.5	2677.8	3095.9	3300	2608.8	66.77	137.28	107.58	1716.2	1901.8	1981	2210.1	2579.6	2180.4	200.09	256.52	0	1689.9	2313.5	2534.5	2393	1609.7	1615.5	2984.6	3165.1	2133.9	2241.3	2007.5	1801.7	3099.8	2956.9	1759.6	1766.2	1842.5	1983.5	2099.3	2077.5	2586.5	2821.8	2937.7	2323.7	1663	2845.5	2646.8	1982.2	1747.3	1648.1	1778.4	2160.3	2128.7	2636.7	2443.9	1659.1	2055.4	2790.8	2581.8	2944.4	3300	2584.5	2045.1	2189.8	1661.5	1854.6	1639.8	1741.7	1661.4	2015.4	1937.1	2225.5	2347.8	1508.2	2321.9	2999	3099	2821.4	1996.5	2200.9	2944.8	2202	1848.1	1946.9	1195.6	1009.9	865.52	1364.3	1481.5	1145.7	704.52	382.14	803.43	1002.2
1527.7	1734	1642.3	2411.9	2386.5	2824.2	2569.6	0	0	0	2178.5	3105.2	2498.4	2874.3	3016.9	1814	1866.3	1827.3	2220.5	2586.6	1937.4	1792.2	2364.7	1968.3	2405	2376.5	1865.5	2041.6	1909.6	2470.9	2581.5	1925.8	1744.5	3138	2964.4	2191.3	2471.5	2327.5	2376.8	1799.8	1904.6	3300	3300	1694.8	2355.6	2846.8	1899.4	0	0	147.4	1825.1	1994.8	2031.9	1918.1	1890.2	2404.8	2175.7	2470.4	2043.1	2261.1	2982.9	2998	2314	2211.4	2210	2612.3	2504.3	2656.3	2933.3	1449.3	1416.5	1184.4	911.66	934.6	604.45	1045	1069	542.52	435.6	1496.6	1554	1493.5	1521.7	738.84	1544.1	1638.8	649.74	773.74	938.36	855.4	579.24	914.36	1199.4	1303.2	1221.4	1258.7	1342.8	802.75	944.92	1134.5
1930.1	1922.1	1995	2429.8	2539.7	1792.9	522.39	165.99	327.8	403.26	2124.6	2274.5	2557.3	2929.8	2638.9	2121	2538.2	2454.1	2624.1	2796.3	1599.8	2365.9	2317.7	2156.2	2579.4	1839.9	2472.5	2637.7	2614.6	3156.2	2920.8	2412.7	2687.5	2427	2266	3160.5	2693.5	1692.6	2140.2	2067	2456.2	2668	1554.9	3102.3	3300	2551.5	1712.1	2160.6	2972.3	2420.7	1701.1	1941.9	1638.2	2524.1	2350.8	2405.1	2615.7	1772.2	2288.2	2869.6	2271.1	1727.1	1638.1	3300	3300	3011.1	2790.4	3089.8	2048.5	1669.2	2500.3	2249.9	1717.8	2001.8	1892.8	2498.9	2591.1	1933.9	2872.4	3148.1	2478.6	2347	1505.1	820.97	467.94	205.37	1650.4	2060.3	2199.9	2496.8	1896.5	1989.5	1930	1616.9	2020.5	2161	1872.1	1394.1	1395.4	1465.7
2830	2639.2	1705.6	1712.1	1950.3	2404.3	2827.7	2585.5	2664.7	2885.6	1916.7	2560.9	2347.8	1791.5	1765	1912.5	2667.1	2517.6	2125.9	1936.4	2471	2382.9	1626.9	1934.8	2036	3161.3	2996.6	2413.6	2465.8	1836	2219.2	2105.8	2076.8	1797.4	1847.2	2180.9	1644.9	2094.9	2122.9	1590	2189.6	2534	2040.4	2643.1	2687	2283.3	2666.9	1809.5	1961.1	1806.3	0	0	371.47	564.33	2463.8	3300	3300	1867.7	2167.8	2052.6	2220	2286.2	3300	2967.2	2260.7	3110.7	2313.5	544.39	0	0	2725.3	3081.9	1721.4	1677.8	2385.5	2897.9	2048.8	1635.6	1733.3	1762.3	1839	1873.2	2287.5	2090.5	1724	1747.2	1758.5	1288.5	1307.7	1374.1	1245.1	1018.5	878.28	960	825.14	337.92	720.85	766.98	814.86	939.09
1382.1	1963.9	1796.7	1790.3	2031.3	1943.2	2272.6	2602.7	2440.8	2402.4	2418.2	3300	2873.4	0	0	0	0	2057.9	2200.8	2546.9	2658.5	2078.8	1804.5	2225.9	2355.5	3107.6	3009.3	0	0	0	0	2467.8	2698.6	1875.3	2887.7	3128	2668.4	2801.8	3014	3102.1	2550.4	2159.2	2262.4	2140.4	1815.8	2532	2524.3	1768.7	1943.7	1813.8	1815.9	2429.7	3163.3	2732.8	1890.9	1622.5	1778.9	1703.2	2075.3	2924.9	2718	2135.6	2242.3	2581.8	2757.4	2218.7	2415.8	2132.3	2109.6	2945.4	2454.8	2385.6	3007.6	2252.1	1716.6	2540.5	1996	2086.8	2630.3	2429.9	1984.5	1894.8	2574	2776.5	1958.2	1780.3	1951.6	1210	1331.2	840.2	672.57	666.82	315.92	1053.2	1127.3	596.06	462.55	1437.8	1408	1166.7
